name,category,phone_number,address,website,latitude,longitude,place_id
"Funplex Game Zone","amusement park","09343660915","3rd floor, Malhar Mega Mall, AB Rd, Indore, Madhya Pradesh 452010","https://instagram.com","",""
"S.Patnaik Art Gallery","art gallery","09926583337","Ganesh mandir, 245, Ganeshpuri Main Rd, near Khajrana, Ganesh Puri Colony, Indore, Madhya Pradesh 452016","https://spatnaikartgallery.com","22.7299675","75.9067483"
"Artographie","art gallery","09406862445","59, Pipliyahana Rd, near Hotel Essentia, Radha Krishna Vihar, Indore, Madhya Pradesh 452018","https://artographie.in","22.709111","75.903486"
"Canvas Artifact Gallery","art gallery","09826257711","Canvas Artifact Gallery 116, Medanta Rd, near Bake Away Bakery, opposite Orange Lilly Hotel, Ratna Lok Colony, Indore, Madhya Pradesh 452010","https://instagram.com","22.7471186","75.8984712"
"Deepak clay art","art gallery","","PVV8+WFF, Kulkarni Ka Bhatta, Shilnath Camp, Indore, Madhya Pradesh 452003","","",""
"Anverse Studio","art gallery","07470406112","47, near Saket Square, Gulmarg Colony, Indore, Madhya Pradesh 452018","https://anversestudio.localo.site","",""
"Sanskar Sketches","art gallery","09098766250","Shri Nath Colony, 29, near tilak nagar, Indore, Madhya Pradesh 452018","https://instagram.com","",""
"Mahakal Art & Frame Gallery","art gallery","","545, Rustam Ka Bagicha, Malwa Mill, Indore, Madhya Pradesh 452003","","",""
"Kalakriti The Art Studio","art gallery","09826914336","40 Ravindra Nagar, near Gayatri Mandir Bank Of Baroda lane, Old Palasia, Indore, Madhya Pradesh 452018","https://catalog.to","22.7218292","75.8931838"
"Cine Square Cinemas","cinema hall","06269250001","2nd Floor, Space Tower, Airport Rd, above CROMA Nr. Surjeet Hyundai Showroom, Indore, Madhya Pradesh 452005","","",""
"Dastoor Delite","event venue","08878789999","Scheme No 159, Plot No 12, MR 10 Rd, Indore, Madhya Pradesh 452010","https://dastoorgarden.com","",""
"Event Factory India – Luxury Wedding Planner in Indore","event venue","09179835283","3rd Floor, Scheme No 78 - III, Scheme Number 78, Vijay Nagar, Part II, Scheme 78, Vijay Nagar, Indore, Madhya Pradesh 452001","https://instagram.com","22.7614431","75.8861704"
"Shree Kunj Marriage Garden","event venue","09584009326","Shree Kunj Marriage Garden Near ralamandal square, near Grand Shanai, NH 3, Indore Bypass Rd, Tejaji Nagar, Mirjapur, Madhya Pradesh 452020","","22.6419028","75.8972791"
"Haidery hall Malak hall","event venue","","25, Sneh Vihar Colony, Mechanic Nagar, Indore, Madhya Pradesh 452014","","",""
"THE GAMING LOUNGE 2.0 By Kapil Rathore","gaming arena","","109, behind Ranjeet Hanuman Road, Dravid Nagar Colony, Dravid Nagar, Scheme 71, Indore, Madhya Pradesh 452009","https://thegaminglounge.in","",""
"AK GAME ZONE","gaming arena","07415227495","AK FITNESS GYM, 11-A, Gali Number 5, Mayur Nagar, Musakhedi, Indore, Madhya Pradesh 452001","https://instagram.com","22.6949369","75.9031816"
"J n J Gaming Hub","gaming arena","09827635230","LG 45, Arcade Silver, 56 Dukan St, Near 56 Dukan, New Palasia, Indore, Madhya Pradesh 452001","https://instagram.com","",""
"The gaming zone and cafe","gaming arena","","90, Bank Colony Rd, opposite mysterious mugs, Sudama Nagar, Indore, Madhya Pradesh 452009","","",""
"Games Zone","gaming arena","","MVP7+8H3, Bholaram Ustad Market, Brahmapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452001","","",""
"Silkwormm Boutique","music concert venue","","100, Kanadia Rd, beside Hanuman Mandir, Sambit Nagar, Tilak Nagar, Indore, Madhya Pradesh 452018","","",""
"On Stage Sound & Light","music concert venue","09754975444","Landlord Estate, 18, square, near Samar Park, Nipania, Indore, Madhya Pradesh 452010","","22.7647091","75.9232018"
"Access to Music Classes","music concert venue","07974731350","Samar Park Colony, Nipania, Indore, Madhya Pradesh 452010","https://t.ly","",""
"Seed Centraal Indore","music concert venue","09171577771","1st floor 4, Malav Parisar, AB Rd, Choti Khajrani, Indore, Madhya Pradesh 452011","","",""
"""UNNATI BHAWAN""","music concert venue","","Bhagyashree Colony, Indore, Madhya Pradesh 452010","","",""
"Sita Shree Headquater","music concert venue","","MVXF+GHR, Janki Nagar, Indore, Madhya Pradesh 452001","https://sitashri.com","",""
"Devda house","music concert venue","","QVW8+WX4, Bhangiya, Indore, Madhya Pradesh 453555","","",""
"Axis Bank - Indore","bank branch","18605005555","No 1, Kamal Palace, Yeshwant Niwas Rd, Sanghi Colony, Yeshwant Colony, Indore, Madhya Pradesh 452003","https://branch.axisbank.com","",""
"Axis Bank - Vijayanagar, Indore","bank branch","18605005555","H/1, Maguda Nagar, Vijay Nagar, Scheme No 54, Indore, Madhya Pradesh 452010","https://branch.axisbank.com","",""
"Axis Bank - Jail Road Indore","bank branch","18605005555","ward no. 57, Upper Ground floor Shop No. G-3 and G-4 of Multistoried Building ""Shree Nath ji Exotica"" constructed on New Plot no. 128 (old No.98 of, Snehlataganj, Indore, Madhya Pradesh 452003","https://branch.axisbank.com","",""
"Axis Bank - Annapoorna","bank branch","18605005555","No 731 & 732, Ground & 1st Floor, Annapurna Rd, Usha Nagar, Indore, Madhya Pradesh 452009","https://branch.axisbank.com","",""
"Axis Bank Branch","bank branch","18605005555","S No 20/21, Upper Ground Floor, Rajwada Sir, Hukumchand Marg, Itwaria Bazaar, Indore, Madhya Pradesh 452002","https://branch.axisbank.com","",""
"Axis Bank - Anand Bazar, Indore","bank branch","18605005555","No 70, Ground Floor, Shree Nagar Ext Khajrana Main Road, Anand Bazar Rd, Indore, Madhya Pradesh 452018","https://branch.axisbank.com","",""
"Axis Bank - AB Road, Indore (PB Branch)","bank branch","18605005555","Ground Floor, No 139, AB Rd, Phadnis Colony, Indore, Madhya Pradesh 452011","https://branch.axisbank.com","",""
"Axis Bank - Marimata Square, Indore","bank branch","18605005555","No 3, Ground Floor, VIP Road, 1, Main Rd, Raghuvanshi Colony, Indore, Madhya Pradesh 452006","https://branch.axisbank.com","",""
"Axis Bank - Chappan Dukan","bank branch","18605005555","13/14/17 & 18A, No 7, Comm House Apt, Race Course Rd, Indore, Madhya Pradesh 452003","https://branch.axisbank.com","",""
"Axis Bank - Airport Road, Indore","bank branch","18605005555","Ground Floor, Mahavir Kripa Avenue, Kalani Nagar, Indore, Madhya Pradesh 452005","https://branch.axisbank.com","",""
"Indian Bank","bank branch","","Silver Arc Plaza, 175, Lala Banarasilal Dawar Marg, Race Course Rd, Janjeerwala Square, New Palasia, Indore, Madhya Pradesh 452001","","22.7263813","75.881719"
"Axis Bank - Sapna Sangita Road","bank branch","18605005555","No 16/2, Sapna Sangita Road, Main, Road, Snehnagar, Indore, Madhya Pradesh 452001","https://branch.axisbank.com","",""
"Axis Bank - Bada Ganpati Indore","bank branch","18605005555","no. 312 ward, Ground floor, House, 8, Mahatma Gandhi Rd, Bada Ganpati, Malharganj, Indore, Madhya Pradesh 452002","https://branch.axisbank.com","",""
"Axis Bank - Kanadiya Road , Indore","bank branch","18605005555","84, Kanadia Rd, Swami Vivekanand Nagar, Indore, Madhya Pradesh 452018","https://branch.axisbank.com","22.7207353","75.9026501"
"IM Bima Wale Bhaiya","insurance agency","08109066697","21-BC, Meera Path, Dhenu Market, Indore, Madhya Pradesh 452003","https://bimawalebhaiya.com","",""
"Suyash Associates","insurance agency","09424955332","MZ-29, Bansi Trade Centre, 581/5, Mahatma Gandhi Rd, Near Indraprastha Tower, B.T.C, New Palasia, Indore, Madhya Pradesh 452003","https://suyashassociates.com","",""
"Samir Trivedi & Associates","insurance agency","09826290025","Flat No 102, The Horizon Residency, 11/5, Mahatma Gandhi Rd, behind Kalinga Hotel, South Tukoganj, Indore, Madhya Pradesh 452001","","",""
"LIC: Manoj Verma","insurance agency","09713573155","SHRI GURU KRIPA LIFE INSURANCE SERVICES AGENT RECRUITER & TRAINER 1,MHOW NAKA SQUERE, NEAR BY TIWARI RESTOREN & USHA RAJE PETROL PUMP Indore/CONTECT 9754775511, Madhya Pradesh 452009","","",""
"First Insurance Advisor","insurance agency","","F-89 1st, Yeshwant Plaza, near Railway Station, Flim Colony, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001","https://firstinsured.in","",""
"LIC: Anita Shah","insurance agency","08319181477","KIBE Compound, Chhawni, Indore, Madhya Pradesh 452001","https://mydc.in","",""
"Oriental Insurance","insurance agency","07312533655","575/11, Mahatma Gandhi Rd, Opposite TI Mall, Race Course Road, Indore, Madhya Pradesh 452003","https://orientalinsurance.org.in","",""
"Western Union","money transfer service","09584500024","1st floor, Vidyapati Building, 109 A, Race Course Rd, Janjeerwala Square, Opposite B.B.C., Narayan Kothi, Indore, Madhya Pradesh 452003","https://westernunion.com","",""
"Sapphire Forex","money transfer service","09355137773","UG 33, Bansi Trade Centre, Plot No 581/5, Mahatma Gandhi Rd, Race Course Road, Indore, Madhya Pradesh 452001","https://sapphireforex.com","",""
"RemitX - A division of Capital India Finance Ltd","money transfer service","09589170746","M-20 18, Trade Centre, South Tukoganj, Indore, Madhya Pradesh 452001","https://remitx.com","",""
"BFC Forex","money transfer service","07314673623","G-18-19, Janjeerwala Chouraha, New Palasia, Indore, Madhya Pradesh 452001","https://bfcforex.com","",""
"Western Union","money transfer service","07314689929","Vikram Tower, 437, Sapna Sangeeta Rd, Old Agarwal Nagar, Indore, Madhya Pradesh 452001","https://westernunion.com","",""
"Thomas Cook - Dhenu Market","money transfer service","08879847644","Shop No UG 1 And UG 9, Royal Gold Apartment, 4, Yeshwant Niwas Rd, nearby DP Jewellers, Opposite High Court, Nehru Park 2, Dhenu Market, Indore, Madhya Pradesh 452003","https://stores.thomascook.in","",""
"Western Union","money transfer service","09072695186","1 1 21, near Advance Acadmey School, Anmol Place, Vindhyanchal Nagar, Indore, Madhya Pradesh 452016","","",""
"SHREEJI BILL PAYMENT","money transfer service","09825750800","Trade House, M-8, behind HDFC Bank, opposite Dhakkan wala kua, Manorama Ganj, Kanchan Bagh, Indore, Madhya Pradesh 452001","","22.7176828","75.8780402"
"Fino Payments Bank","money transfer service","08827506618","45 baanganga road no1, Indore, Madhya Pradesh 452015","https://finobank.com","",""
"Trin Trin Travels","money transfer service","09098001944","147-C, Khatiwala Tank Sapna Sangeeta Road, Bhawarkua Main Rd, Navlakha, Indore, Madhya Pradesh 452014","https://trintrintravel.in","",""
"Bhatia Financials","mutual fund distributor","08602626086","Office No 11 , Second Floor, KB Mall, Sapna Sangeeta Rd, near Lotus Electronics, Swadesh Nagar, Indore, Madhya Pradesh 452001","https://bhatiafinancials.com","",""
"DKG Investments","mutual fund distributor","09329015612","3rd floor, Fortune Ambiance business center, 315, South Tukoganj, Indore, Madhya Pradesh 452001","https://dkginvestments.com","",""
"Motilal Oswal Financial Services Limited","mutual fund distributor","09535957276","Shagun Tower, No 201 to 202 & No 222 to 225, above Apna Sweet, Vijay Nagar, Crossing, Indore, Madhya Pradesh 452010","https://stockbroker.motilaloswal.com","",""
"Motilal Oswal Financial Services Limited","mutual fund distributor","09535980852","Geeta Bhawan Temple, Kailash Park, No 128, Manorama Ganj, Indore, Madhya Pradesh 452001","https://stockbroker.motilaloswal.com","",""
"Motilal Oswal Mutual Funds Office in Indore, MP","mutual fund distributor","07316771806","202, Satguru Elit,Above PNG Jewellers,Opposite High Court Gate, No. 1, Mahatma Gandhi Rd, Indore, Madhya Pradesh 452018","https://motilaloswalmf.com","",""
"Angel One Ltd. - Astrobulls Research Private Limited","stock broker","08037469780","Pukhraj Corporate, Bus Stand, No 403 403, AB Rd, near Navlkha, Maa Durga Nagar, Navlakha, Indore, Madhya Pradesh 452001","https://stockbroker.angelone.in","",""
"Techou stock market institute in indore","stock broker","","44-A, LIG Rd, near apna sweets, RK Puram, Indore, Madhya Pradesh 452010","https://techou.co.in","22.7304213","75.8885318"
"Angel One Ltd. - Sourabh Jain","stock broker","08045951991","Classic Center, No 210 & 575, Mahatma Gandhi Rd, opposite TI Mall, Race Course Road, Indore, Madhya Pradesh 452003","https://stockbroker.angelone.in","",""
"Global Institute of Stock Market","stock broker","07415883068","front of, Veda Building, 209 ,2nd floor Ranawat Trade Center, AB Rd, Bhawarkua, Square, Indore, Madhya Pradesh 452001","https://globalinstituteofstockmarket.in","",""
"Nayak Textiles Processing Mills","textile mill","09425312495","Plot No. B, 308, near Gurukripa Tol Kanta, Sector F, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015","","",""
"SkySpun Mills Private Limited","textile mill","09907323603","Scheme no.71, SkySpun Office, 123 B, Sector B, Gumasta Nagar, Scheme 71, Indore, Madhya Pradesh 452009","https://skyspun.com","",""
"Capo Fabrics","textile mill","09098455015","408,4 Agarwal compound, Indore, Madhya Pradesh 452010","https://capofabric.com","",""
"Namrah glasses","glass contractor","","23 sundar bag, MR 9 Rd, RamKrishna Bagh, Dhiraj Nagar, Indore, Madhya Pradesh 452016","","22.7407004","75.9080831"
"Patel Fabritech Pvt Ltd","structural engineer","09575750858","205B, 2nd Floor, Labbaik Regency, 4/2, Greater Kailash Road, Palasia Square, Near Navneet Plaza, Old Palasia, Indore, Madhya Pradesh 452018","https://patelfabritechpeb.com","",""
"Indus mega food park","food processing unit","07747011994","Radgmato Point, Rajwada, Parvat Plaza G-2, Jawahar Marg, Sanwer Road, near Sohane Market, Kanugo Bakhal, Industrial Area, Indore, Madhya Pradesh 451228","https://indusmfp.com","",""
"Shreeram Enterprises","industrial equipment supplier","09754176380","EA-230, Sector-A, Scheme No. 94, Ring Rd, Vijay Nagar, Indore, Madhya Pradesh 452010","https://shreeramenterprises.in","",""
"Karthikey Enterprises","industrial equipment supplier","09425910789","2nd floor, 261, Shastri Market, Siyaganj, Indore, Madhya Pradesh 452007","https://karthikeygroup.com","",""
"OM Shri Hydraulic","industrial equipment supplier","09165751624","MSA-G8 NEW SIYAGANJ, 3, Paththar Godown Rd, New Siyaganj, Indore, Madhya Pradesh 452001","","",""
"Ek Number","printing press","09826033944","Novelty Market, 14, New, Jail Rd, near Punjabi Lassi, Indore, Madhya Pradesh 452009","https://eknumber.in","22.7205768","75.8618753"
"Satisfaction Electronics","electronics repair shop","07312704545","30, Sardar Patel Marg, Jaora Compound, Opposite M.Y. Hospital, Jaora Compound,, Indore, Madhya Pradesh 452001","","22.7128066","75.8786283"
"i CARE Sales & Services","mobile repair","07880207202","shop no. 5, Gali Number 10, near Pukhraj City Road, Nehru Park 2, Musakhedi, Indore, Madhya Pradesh 452201","https://icareindore.com","",""
"Baba Print zone","printer repair","09926052807","LG -3 A, Silver Mall, RNT Marg, South Tukoganj, Indore, Madhya Pradesh 452001","","",""
"Authorised Samsung Service Center - Divyanshi Enterprises","smartphone repair","08959895962","No G5A, Ground Floor, Shreevardhan Complex, RNT Marg, Cmplx, South Tukoganj, Indore, Madhya Pradesh 452001","https://samsungdigitalservicecenter.com","22.7178264","75.8730361"
"My Phone Shoppe 🤳","tablet repair","09826864961","2nd Floor, My Phone Shoppe, C-21 Mall, near Reliance-Trends, Indore, Madhya Pradesh 452011","","22.7444796","75.8938734"
"Hotel Dream Inn","budget hotel","08962920088","Kanak Smart City, Plot No 8, Bhawrasla, Indore, Madhya Pradesh 453555","","",""
"FabHotel Metro Residency","budget hotel","07042424242","18, opposite Metro Wholesale, Dewas Naka, Gulab Bagh Colony, Indore, Madhya Pradesh 452010","https://fabhotels.com","22.770657","75.9058784"
"Super Collection O Hotel Prithviraj","budget hotel","01246201515","6, Anil Nagar, Barfani Dham, Indore, Madhya Pradesh 452011","https://oyorooms.com","22.7423151","75.8980363"
"Hotel Staywell","budget hotel","01246201515","EH-12, EH-12, Vijay Nagar Square, Scheme No 54, Indore, Madhya Pradesh 452010","https://oyorooms.com","",""
"AVR Hotel","budget hotel","07042424242","Vrindavan Palace, Plot No. 30, Space Phase-2, Mahalakshmi Nagar, Nipania, Indore, Madhya Pradesh 452010","https://fabhotels.com","",""
"Hotel Coral","budget hotel","01246201515","RD TOWER, 735, Sector R, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010","","22.759081","75.912336"
"Hotel shiv indore","budget hotel","08982399696","Plot no 49/50, 60 Feet Rd, Ambikapuri Extension, Ambikapuri Main, Indore, Madhya Pradesh 452005","https://zecoho.com","22.7293197","75.819333"
"Hotel Trivana","budget hotel","","97B, Scheme Number 94, Scheme Number 94 B, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452001","","",""
"Od's Roof TOP Café + Home-Stay & Dormitory + Radart Foundation","budget hotel","06263396628","2166, Shubhaangan, TOP Cafe & Home Stay & RADART Foundation, Od's Roof, 2165, AB Bypass Road, Omaxe City 1, Indore, Madhya Pradesh 452016","https://radart.in","",""
"HOTEL MY STAY","budget hotel","07447079493","CG-01, near Shankra Eye Hospital, Scheme No 74, Indore, Madhya Pradesh 452010","https://bookingengine.stayflexi.com","",""
"Hotel HR Premium Stay","budget hotel","07909909375","107, Ratna Lok Colony Rd, near Medanta Hospital, Vijay Nagar, Ratna Lok Colony, Indore, Madhya Pradesh 452010","https://hrpremiumstay.in","",""
"RRCAT Guest House","guest house","07312442373","MQ9X+34P, RRCAT, Indore, Madhya Pradesh 452013","https://rrcat.gov.in","22.6677059","75.7978295"
"Sarthi Trails Tours & Travels","tour operator","09179191094","Office no. 404, 4th floor, Barjatya Chambers, Jawahar Marg, North Rajmohalla, Raj Mohalla, Indore, Madhya Pradesh 452002","","",""
"The Happy Vacation","travel agency","09958836602","Plot No 20, Bengali Square, Shukh Shanti Nagar, Indore, Madhya Pradesh 452016","https://thehappyvacation.com","22.7182706","75.9092896"
"Sprint and Smash Turf","youth sports club","09977055552","8th Floor, Krishna Building, PU4, near Medanta Hospital, Vijay Nagar, Ratna Lok Colony, Indore, Madhya Pradesh 452010","","",""
"Celebration Garden","event venue","09826812011","New, Indore - Dhar Rd, Ahmad Nagar, Green Park Colony, Indore, Madhya Pradesh 452002","","",""
"AVI Live Orchestra & Musical Karaoke","music concert venue","","Adarsh Meghdoot Nagar, 124/3, IndiaIndralok Colony, Adarsh Meghdoot Nagar, Indore, Madhya Pradesh 452010","","",""
"Axis Bank - Geeta Bhavan Sqaure","bank branch","18605005555","128, Ground Floor, Juhi Plaza, Kanchan Bagh, Indore, Madhya Pradesh 452001","https://branch.axisbank.com","",""
"MoneyGram","money transfer service","09893406015","232, Khatiwala Tank Main Rd, inside Anjus Gallery, Saifee Nagar, Indore, Madhya Pradesh 452014","https://moneygram.com","",""
"MoneyGram","money transfer service","07314689929","Vikram Tower, 437, Sapna Sangeeta Rd, Old Agarwal Nagar, Indore, Madhya Pradesh 452001","https://moneygram.com","",""
"Mrityunjay Construction Company","foundation contractor","09399507895","Shraddha Residency, Plot No. 73 -74, near by NICT, Scheme Number 94 B, Mansarovar Nagar, Indore, Madhya Pradesh 452010","https://mrityunjayconstructioncompany.com","",""
"Shalimar Construction and Services","plastering contractor","","EB 248, Ring Rd, near Bombay Hospital Service Road, EB Sector, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452010","","22.7537563","75.9045522"
"SM Food Engineering Private Limited","food processing unit","09009074741","No 36, Survey No 381, Patwari Halka, Teh, Limboda Gari, Hatod, Indore, Madhya Pradesh 453112","https://smfepl.com","",""
"JACINTH MACHINERIES PVT LTD | Furniture Machine Supplier","industrial equipment supplier","09407483518","Shop No.3, GNT Market, Shop No.3-148/1/1, 148/1/1, in front of Purana Toll Taka, G N T Market, Indore, Madhya Pradesh 452002","https://jacinth.in","22.7074709","75.8352525"
"Indoplast","plastic manufacturer","07974146642","20-B, Kila Maidan Rd, Industrial Area Laxmibai Nagar, Malti Vanaspati, Indore, Madhya Pradesh 452006","https://indoplast.co","",""
"Shree Hotel","budget hotel","07042424242","423K, near Dewas Naka, near CHL HospitalsIndore, Part I, Scheme No 114, Indore, Madhya Pradesh 452001","https://fabhotels.com","22.7716219","75.8996354"
"Kiwi Inn Hotel Palda","budget hotel","08269677736","Marble mandi, 1, Nemawar Rd, Udhyog Nagar, Palda, Indore, Madhya Pradesh 452001","https://kiwiinnhotel.com","22.6867375","75.9038198"
"Hotel Mannat","budget hotel","01246201515","Sector-B, Nanak Nagar, 52/1, Pipliya Rao Ring Rd, near wine shop, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh 452001","","",""
"Flagship Hotel The King Palace","budget hotel","01246201515","5, एम.एल. टावर, Malwa Mill, Indore, Madhya Pradesh 452003","https://oyorooms.com","",""
"Hotel Paradise inn","budget hotel","07042424242","10, Babu Murai Colony, Indore, Madhya Pradesh 452005","https://paradise.in","22.730207","75.8100059"
"Hotel zoyo","budget hotel","","Bholaram Ustad Marg, Sector A, Hargovind Nagar, Pipliya Rao, Indore, Madhya Pradesh 452001","","",""
"VR Boys Hostel","hostel","08958220303","Plot no.32, Sector A, Mahalaxmi Nagar, Indore, Madhya Pradesh 452010","","",""
"Shree Balaji Boys Hostel Reti Mandi Rajendra Nagar","hostel","09329601998","68-G Scheme No 94/4 Near IPS College Reti Mandi, AB Rd, Rajendra Nagar, Indore, Madhya Pradesh 452012","https://instagram.com","",""
"FabHotel Prime Avenue","hotel","07042424242","Prime Avenue Hotel, No.81-EC Ring Road Near Bombay Hospital Scheme No 94C, Vijay Nagar, Indore, Madhya Pradesh 452010","https://fabhotels.com","22.7509935","75.9041591"
"Treebo Merit","hotel","09322800100","20/EC, opposite to Bombay Hospital, near Muraliwala Sweets, Pushp Vihar Colony, Scheme No 94 Sector EB, Indore, Madhya Pradesh 452010","https://treebo.com","",""
"Power transform the gym","gymnasium","","3, Main Rd, Rambali Nagar, Indore, Madhya Pradesh 452006","","22.7343555","75.8404433"
"Spartans Table Tennis Club","sports academy","08817392203","BRTS Indore, Press Complex, Indore, Madhya Pradesh 452011","https://instagram.com","",""
"Yog Mandir","yoga studio","07898989293","179, Sapna Sangeeta Rd, Janki Nagar, Indore, Madhya Pradesh 452001","https://yog-mandir.grexa.site","",""
"Gokul Marriage Garden","event venue","","Choithram College of Nursing, Manik Bagh Rd, Manikbagh, Mangal Nagar, Indore, Madhya Pradesh 452014","","",""
"SBI Branch Silicon City Indore","bank branch","18001234","A-246, Silicon City, Indore, Madhya Pradesh 452012","https://bank.sbi","",""
"Axis Bank - Rambaag","bank branch","18605005555","Ward 57, Ground Floor, Plot No 168 & 203, Tilak Path Rd, Rambag Square, Tilak Path, Indore, Madhya Pradesh 452007","https://branch.axisbank.com","",""
"Divyta Real Estate Private Limited","green building consultant","09893099190","4th Floor, Darshan Mall, 309, 15/2, Race Course Rd, near white crow store, Race Course Road, Indore, Madhya Pradesh 452003","https://divyta.com","",""
"Engineer Plus","roofing contractor","09329577550","building 1st floor, chemiCal house, 61 jawahar marg, opp, Sanjay Setu Rd, Indore, Madhya Pradesh 452007","https://engineerplus.in","",""
"Aman Battery Parts","auto parts manufacturer","09425056048","Ground Floor, Rajat Complex, Shop No 8/18, opposite Dawa Bazar, Kibe Compound, Indore, Madhya Pradesh 452001","https://amanbattery.in","",""
"SWASTIK POLYPACK","bag manufacturer","08045801900","Khasra No 310, Patthar Mundal Road, Tejaji Mandir Chowk, Palda, Indore, Madhya P, Madhya Pradesh 452001","https://swastikpolypackindia.com","",""
"Gaurav Plastic Engg","plastic manufacturer","09826750057","83, Vyankatesh Nagar, Indore, Madhya Pradesh 452005","https://gauravplasticengg.in","",""
"Shree Mahadev Enterprises","wooden furniture manufacturer","09589241111","T-1 23, Chandan Nagar, Scheme 71, Indore, Madhya Pradesh 452002","","22.7076885","75.8306982"
"AI Laptop Wala – Second-Hand & Refurbished Laptop Store in Indore","laptop repair","","Dwaraka Kuti, 22, Ashish Nagar, Indore, Madhya Pradesh 452016","https://ailaptopwala.com","22.7161819","75.9079282"
"One Touch Re-Solution","printer repair","","2, Bengali Chouraha, near Sardar Patel School, Ashanagar, Shri Ram Nagar, Indore, Madhya Pradesh 452016","","",""
"AYUSHI ENTERPRISES INDORE","printer repair","09644453949","21/c, Kushwah Nagar Main Rd, Kushvahshree Nagar, Maharana Pratap Nagar, Indore, Madhya Pradesh 452015","","",""
"u & me computer solution","printer repair","09098384301","538 B, near to Choudhary market, Vidur Nagar, Indore, Madhya Pradesh 452009","https://uandmecomputersolution.com","22.6809311","75.8166133"
"KB Repairology","tablet repair","","55 B, Annapurna Rd, Annapurna Mandir, G-4, Sudama Nagar, Indore, Madhya Pradesh 452009","","",""
"FabHotel Grand Villa","budget hotel","07042424242","Plot no. 50 - C, Ratanlok Colony, Scheme no. 53, New, near Medanta Hospital, Sheetal Nagar, Indore, Madhya Pradesh 452010","https://fabhotels.com","",""
"Vinayak Tour and Travels","tour operator","09826081638","Meghdoot Tower, 101, behind Sayaji Square, Scheme No 54, Indore, Madhya Pradesh 452010","https://vinayaktravelsindore.in","",""
"Fitness Storm Gym","gymnasium","09685247721","plot no. 205(near doshi honda service centre), scheme no. 78, Vijay Nagar, Part-2, Indore, Madhya Pradesh 452010","","",""
"Anni Fitness Club","gymnasium","","LIG Rd, behind Christian Eminent school, Sector G, LIG Colony, Indore, Madhya Pradesh 452011","","",""
"Arena Badminton Club","youth sports club","07354955990","170, 171, Scheme No 78 - III, opp. ICAI Bhavan, Scheme Number 78, Part II, Anurag Nagar Part No 2, Indore, Madhya Pradesh 452010","","22.764704","75.8868138"
"Funplex Game Zone","amusement park","09888833213","Scheme No 97, Kalyan Mart, 2nd Floor, Rajendra Nagar, IDA, Indore, Madhya Pradesh 452012","https://funplexgamezone.com","",""
"HR Resort And Hotel","event venue","","Bicholi Hapsi, Indore, Madhya Pradesh 452016","","",""
"Santosh Sabha Grah","music concert venue","09300504731","Ahilya Mata Colony, Indore, Madhya Pradesh 452003","","22.7293634","75.8726442"
"Western Union","money transfer service","09770224024","Shiv Om Building, 211, 578, Mahatma Gandhi Rd, next to Punjab Jewellers, Opposite Treasure Island, Indore, Madhya Pradesh 452001","https://westernunion.com","22.7224757","75.8798076"
"Western Union","money transfer service","07314095394","Qutbi Manzil, 232M, Khatiwala Tank, Indore, Madhya Pradesh 452014","https://westernunion.com","",""
"MoneyGram","money transfer service","","G-1&2, CHATURVEDI MENTION, Siyaganj, Indore, Madhya Pradesh 452001","","",""
"UTI Mutual Fund","mutual fund distributor","07312533869","UG 3 & 4, Starlit Tower 29 Yeshwant Niwas Road, 313, SATARLIT TOWER, Indore, Madhya Pradesh 452003","https://utimf.com","",""
"Avika Online Services","paytm kiosk","09827716022","324, RS Bhandari Marg, Near Shalby Multi-Specialty Hospital, Indore, PF Colony, Pancham Ki Phel, Indore, Madhya Pradesh 452003","","",""
"Mohariya Sales & Glass House","glass contractor","09893232890","17/2, near Mahesh Book Depot, Ala Pura, Juni Indore, Indore, Madhya Pradesh 452007","https://instagram.com","22.7099805","75.8593603"
"Bombay Matador Spares","auto parts manufacturer","07312513487","1/2, Chhoti Gwaltoli Main Rd, Chhoti Gwaltoli, Indore, Madhya Pradesh 452001","","",""
"Sawariya e-rickshaw auto parts indore","auto parts manufacturer","08109112037","t, Namdev dharam sala ke samne yadav dharam sala ke paas Chhota, road, near Yadav dharam sala, Chota Bangarda, Indore, Madhya Pradesh 452005","","",""
"Swati Automobiles","auto parts manufacturer","08889389389","92/12, New Dewas Rd, Opposite Astha Cinema, New Gori Nagar, Nanda Nagar, Indore, Madhya Pradesh 452011","","22.7430286","75.883486"
"ARIHANT AUTOMOBILES INDORE","auto parts manufacturer","09827014114","77/1,&77/2 VAIDYA KHIYALIRAM MARG BIYABNI, Dhar Rd, IMDORE, Indore, Madhya Pradesh 452002","","22.7130586","75.842448"
"Arihant Fertiliser And Chemicals","chemical supplier","07312548340","119, Bansi Trade Centre, 581/5, Mahatma Gandhi Rd, Opp. Jaipur Jewels, New Palasia, Indore, Madhya Pradesh 452003","","",""
